states,cases,date
as,0,11-Apr-20
br,4,11-Apr-20
ch,0,11-Apr-20
ct,7,11-Apr-20
dd,0,11-Apr-20
dl,166,11-Apr-20
dn,0,11-Apr-20
ga,0,11-Apr-20
gj,90,11-Apr-20
hp,4,11-Apr-20
hr,3,11-Apr-20
jh,3,11-Apr-20
jk,17,11-Apr-20
ka,8,11-Apr-20
kl,10,11-Apr-20
la,0,11-Apr-20
ld,0,11-Apr-20
mh,187,11-Apr-20
ml,0,11-Apr-20
mn,0,11-Apr-20
mp,78,11-Apr-20
mz,0,11-Apr-20
nl,0,11-Apr-20
or,4,11-Apr-20
pb,7,11-Apr-20
py,0,11-Apr-20
rj,139,11-Apr-20
sk,0,11-Apr-20
tg,16,11-Apr-20
tn,58,11-Apr-20
tr,0,11-Apr-20
tt,854,11-Apr-20
un,0,11-Apr-20
up,19,11-Apr-20
ut,0,11-Apr-20
wb,10,11-Apr-20
an,0,11-Apr-20
ap,0,11-Apr-20
ar,0,11-Apr-20
as,0,11-Apr-20
br,0,11-Apr-20
ch,0,11-Apr-20
ct,0,11-Apr-20
dd,0,11-Apr-20
dl,0,11-Apr-20
dn,0,11-Apr-20
ga,4,11-Apr-20
gj,11,11-Apr-20
hp,6,11-Apr-20
hr,0,11-Apr-20
jh,0,11-Apr-20
jk,0,11-Apr-20
ka,5,11-Apr-20
kl,19,11-Apr-20
la,0,11-Apr-20
ld,0,11-Apr-20
mh,20,11-Apr-20
ml,0,11-Apr-20
mn,0,11-Apr-20
mp,1,11-Apr-20
mz,0,11-Apr-20
nl,0,11-Apr-20
or,0,11-Apr-20
pb,0,11-Apr-20
py,0,11-Apr-20
rj,56,11-Apr-20
sk,0,11-Apr-20
tg,51,11-Apr-20
tn,0,11-Apr-20
tr,0,11-Apr-20
tt,186,11-Apr-20
un,0,11-Apr-20
up,13,11-Apr-20
ut,0,11-Apr-20
wb,0,11-Apr-20
an,0,11-Apr-20
ap,0,11-Apr-20
ar,0,11-Apr-20
as,0,11-Apr-20
br,0,11-Apr-20
ch,0,11-Apr-20
ct,0,11-Apr-20
dd,0,11-Apr-20
dl,5,11-Apr-20
dn,0,11-Apr-20
ga,0,11-Apr-20
gj,3,11-Apr-20
hp,0,11-Apr-20
hr,0,11-Apr-20
jh,0,11-Apr-20
jk,0,11-Apr-20
ka,0,11-Apr-20
kl,1,11-Apr-20
la,0,11-Apr-20
ld,0,11-Apr-20
mh,17,11-Apr-20
ml,0,11-Apr-20
mn,0,11-Apr-20
mp,4,11-Apr-20
mz,0,11-Apr-20
nl,0,11-Apr-20
or,0,11-Apr-20
pb,1,11-Apr-20
py,0,11-Apr-20
rj,6,11-Apr-20
sk,0,11-Apr-20
tg,2,11-Apr-20
tn,1,11-Apr-20
tr,0,11-Apr-20
tt,40,11-Apr-20
un,0,11-Apr-20
up,1,11-Apr-20
ut,0,11-Apr-20
wb,0,11-Apr-20
an,0,12-Apr-20
ap,15,12-Apr-20
ar,0,12-Apr-20
as,1,12-Apr-20
br,0,12-Apr-20
ch,2,12-Apr-20
ct,6,12-Apr-20
dd,0,12-Apr-20
dl,85,12-Apr-20
dn,0,12-Apr-20
ga,0,12-Apr-20
gj,48,12-Apr-20
hp,0,12-Apr-20
hr,16,12-Apr-20
jh,2,12-Apr-20
jk,21,12-Apr-20
ka,17,12-Apr-20
kl,2,12-Apr-20
la,0,12-Apr-20
ld,0,12-Apr-20
mh,221,12-Apr-20
ml,0,12-Apr-20
mn,0,12-Apr-20
mp,33,12-Apr-20
mz,0,12-Apr-20
nl,0,12-Apr-20
or,0,12-Apr-20
pb,12,12-Apr-20
py,0,12-Apr-20
rj,104,12-Apr-20
sk,0,12-Apr-20
tg,28,12-Apr-20
tn,106,12-Apr-20
tr,0,12-Apr-20
tt,758,12-Apr-20
un,0,12-Apr-20
up,31,12-Apr-20
ut,0,12-Apr-20
wb,8,12-Apr-20
an,0,12-Apr-20
ap,2,12-Apr-20
ar,0,12-Apr-20
as,0,12-Apr-20
br,11,12-Apr-20
ch,0,12-Apr-20
ct,1,12-Apr-20
dd,0,12-Apr-20
dl,1,12-Apr-20
dn,0,12-Apr-20
ga,0,12-Apr-20
gj,0,12-Apr-20
hp,4,12-Apr-20
hr,8,12-Apr-20
jh,0,12-Apr-20
jk,0,12-Apr-20
ka,15,12-Apr-20
kl,36,12-Apr-20
la,0,12-Apr-20
ld,0,12-Apr-20
mh,9,12-Apr-20
ml,0,12-Apr-20
mn,0,12-Apr-20
mp,3,12-Apr-20
mz,0,12-Apr-20
nl,0,12-Apr-20
or,0,12-Apr-20
pb,3,12-Apr-20
py,0,12-Apr-20
rj,5,12-Apr-20
sk,0,12-Apr-20
tg,7,12-Apr-20
tn,6,12-Apr-20
tr,0,12-Apr-20
tt,114,12-Apr-20
un,0,12-Apr-20
up,0,12-Apr-20
ut,0,12-Apr-20
wb,3,12-Apr-20
an,0,12-Apr-20
ap,1,12-Apr-20
ar,0,12-Apr-20
as,0,12-Apr-20
br,0,12-Apr-20
ch,0,12-Apr-20
ct,0,12-Apr-20
dd,0,12-Apr-20
dl,5,12-Apr-20
dn,0,12-Apr-20
ga,0,12-Apr-20
gj,2,12-Apr-20
hp,0,12-Apr-20
hr,1,12-Apr-20
jh,1,12-Apr-20
jk,0,12-Apr-20
ka,0,12-Apr-20
kl,0,12-Apr-20
la,0,12-Apr-20
ld,0,12-Apr-20
mh,22,12-Apr-20
ml,0,12-Apr-20
mn,0,12-Apr-20
mp,3,12-Apr-20
mz,0,12-Apr-20
nl,0,12-Apr-20
or,0,12-Apr-20
pb,0,12-Apr-20
py,0,12-Apr-20
rj,2,12-Apr-20
sk,0,12-Apr-20
tg,2,12-Apr-20
tn,1,12-Apr-20
tr,0,12-Apr-20
tt,42,12-Apr-20
un,0,12-Apr-20
up,0,12-Apr-20
ut,0,12-Apr-20
wb,2,12-Apr-20
an,0,13-Apr-20
ap,19,13-Apr-20
ar,0,13-Apr-20
as,2,13-Apr-20
br,2,13-Apr-20
ch,0,13-Apr-20
ct,0,13-Apr-20
dd,0,13-Apr-20
dl,356,13-Apr-20
dn,0,13-Apr-20
ga,0,13-Apr-20
gj,56,13-Apr-20
hp,0,13-Apr-20
hr,1,13-Apr-20
jh,5,13-Apr-20
jk,25,13-Apr-20
ka,15,13-Apr-20
kl,3,13-Apr-20
la,2,13-Apr-20
ld,0,13-Apr-20
mh,352,13-Apr-20
ml,1,13-Apr-20
mn,0,13-Apr-20
mp,52,13-Apr-20
mz,0,13-Apr-20
nl,0,13-Apr-20
or,1,13-Apr-20
pb,6,13-Apr-20
py,0,13-Apr-20
rj,93,13-Apr-20
sk,0,13-Apr-20
tg,61,13-Apr-20
tn,98,13-Apr-20
tr,0,13-Apr-20
tt,1243,13-Apr-20
un,0,13-Apr-20
up,75,13-Apr-20
ut,0,13-Apr-20
wb,18,13-Apr-20
an,0,13-Apr-20
ap,0,13-Apr-20
ar,0,13-Apr-20
as,0,13-Apr-20
br,2,13-Apr-20
ch,0,13-Apr-20
ct,0,13-Apr-20
dd,0,13-Apr-20
dl,3,13-Apr-20
dn,0,13-Apr-20
ga,0,13-Apr-20
gj,10,13-Apr-20
hp,0,13-Apr-20
hr,7,13-Apr-20
jh,0,13-Apr-20
jk,10,13-Apr-20
ka,6,13-Apr-20
kl,19,13-Apr-20
la,1,13-Apr-20
ld,0,13-Apr-20
mh,12,13-Apr-20
ml,0,13-Apr-20
mn,0,13-Apr-20
mp,10,13-Apr-20
mz,0,13-Apr-20
nl,0,13-Apr-20
or,6,13-Apr-20
pb,2,13-Apr-20
py,0,13-Apr-20
rj,0,13-Apr-20
sk,0,13-Apr-20
tg,0,13-Apr-20
tn,8,13-Apr-20
tr,0,13-Apr-20
tt,112,13-Apr-20
un,0,13-Apr-20
up,4,13-Apr-20
ut,2,13-Apr-20
wb,10,13-Apr-20
an,0,13-Apr-20
ap,0,13-Apr-20
ar,0,13-Apr-20
as,0,13-Apr-20
br,0,13-Apr-20
ch,0,13-Apr-20
ct,0,13-Apr-20
dd,0,13-Apr-20
dl,4,13-Apr-20
dn,0,13-Apr-20
ga,0,13-Apr-20
gj,2,13-Apr-20
hp,0,13-Apr-20
hr,0,13-Apr-20
jh,0,13-Apr-20
jk,0,13-Apr-20
ka,2,13-Apr-20
kl,0,13-Apr-20
la,0,13-Apr-20
ld,0,13-Apr-20
mh,11,13-Apr-20
ml,0,13-Apr-20
mn,0,13-Apr-20
mp,7,13-Apr-20
mz,0,13-Apr-20
nl,0,13-Apr-20
or,0,13-Apr-20
pb,0,13-Apr-20
py,0,13-Apr-20
rj,0,13-Apr-20
sk,0,13-Apr-20
tg,1,13-Apr-20
tn,0,13-Apr-20
tr,0,13-Apr-20
tt,27,13-Apr-20
un,0,13-Apr-20
up,0,13-Apr-20
ut,0,13-Apr-20
wb,0,13-Apr-20
an,0,14-Apr-20
ap,45,14-Apr-20
ar,0,14-Apr-20
as,1,14-Apr-20
br,0,14-Apr-20
ch,0,14-Apr-20
ct,2,14-Apr-20
dd,0,14-Apr-20
dl,51,14-Apr-20
dn,0,14-Apr-20
ga,0,14-Apr-20
gj,78,14-Apr-20
hp,1,14-Apr-20
hr,2,14-Apr-20
jh,3,14-Apr-20
jk,8,14-Apr-20
ka,13,14-Apr-20
kl,8,14-Apr-20
la,0,14-Apr-20
ld,0,14-Apr-20
mh,346,14-Apr-20
ml,0,14-Apr-20
mn,0,14-Apr-20
mp,127,14-Apr-20
mz,0,14-Apr-20
nl,0,14-Apr-20
or,5,14-Apr-20
pb,8,14-Apr-20
py,0,14-Apr-20
rj,108,14-Apr-20
sk,0,14-Apr-20
tg,52,14-Apr-20
tn,31,14-Apr-20
tr,0,14-Apr-20
tt,1031,14-Apr-20
un,0,14-Apr-20
up,102,14-Apr-20
ut,2,14-Apr-20
wb,38,14-Apr-20
an,0,14-Apr-20
ap,4,14-Apr-20
ar,0,14-Apr-20
as,0,14-Apr-20
br,1,14-Apr-20
ch,0,14-Apr-20
ct,3,14-Apr-20
dd,0,14-Apr-20
dl,0,14-Apr-20
dn,0,14-Apr-20
ga,0,14-Apr-20
gj,5,14-Apr-20
hp,1,14-Apr-20
hr,4,14-Apr-20
jh,0,14-Apr-20
jk,14,14-Apr-20
ka,11,14-Apr-20
kl,13,14-Apr-20
la,0,14-Apr-20
ld,0,14-Apr-20
mh,30,14-Apr-20
ml,0,14-Apr-20
mn,0,14-Apr-20
mp,13,14-Apr-20
mz,0,14-Apr-20
nl,0,14-Apr-20
or,0,14-Apr-20
pb,2,14-Apr-20
py,0,14-Apr-20
rj,26,14-Apr-20
sk,0,14-Apr-20
tg,7,14-Apr-20
tn,23,14-Apr-20
tr,0,14-Apr-20
tt,167,14-Apr-20
un,0,14-Apr-20
up,1,14-Apr-20
ut,2,14-Apr-20
wb,7,14-Apr-20
an,0,14-Apr-20
ap,4,14-Apr-20
ar,0,14-Apr-20
as,0,14-Apr-20
br,0,14-Apr-20
ch,0,14-Apr-20
ct,0,14-Apr-20
dd,0,14-Apr-20
dl,2,14-Apr-20
dn,0,14-Apr-20
ga,0,14-Apr-20
gj,2,14-Apr-20
hp,0,14-Apr-20
hr,0,14-Apr-20
jh,0,14-Apr-20
jk,0,14-Apr-20
ka,2,14-Apr-20
kl,0,14-Apr-20
la,0,14-Apr-20
ld,0,14-Apr-20
mh,18,14-Apr-20
ml,0,14-Apr-20
mn,0,14-Apr-20
mp,3,14-Apr-20
mz,0,14-Apr-20
nl,0,14-Apr-20
or,0,14-Apr-20
pb,1,14-Apr-20
py,0,14-Apr-20
rj,0,14-Apr-20
sk,0,14-Apr-20
tg,1,14-Apr-20
tn,1,14-Apr-20
tr,0,14-Apr-20
tt,37,14-Apr-20
un,0,14-Apr-20
up,3,14-Apr-20
ut,0,14-Apr-20
wb,0,14-Apr-20
an,0,15-Apr-20
ap,41,15-Apr-20
ar,0,15-Apr-20
as,0,15-Apr-20
br,6,15-Apr-20
ch,0,15-Apr-20
ct,0,15-Apr-20
dd,0,15-Apr-20
dl,17,15-Apr-20
dn,0,15-Apr-20
ga,0,15-Apr-20
gj,116,15-Apr-20
hp,2,15-Apr-20
hr,6,15-Apr-20
jh,1,15-Apr-20
jk,22,15-Apr-20
ka,19,15-Apr-20
kl,1,15-Apr-20
la,1,15-Apr-20
ld,0,15-Apr-20
mh,236,15-Apr-20
ml,6,15-Apr-20
mn,0,15-Apr-20
mp,197,15-Apr-20
mz,0,15-Apr-20
nl,0,15-Apr-20
or,0,15-Apr-20
pb,2,15-Apr-20
py,0,15-Apr-20
rj,71,15-Apr-20
sk,0,15-Apr-20
tg,6,15-Apr-20
tn,38,15-Apr-20
tr,0,15-Apr-20
tt,886,15-Apr-20
un,0,15-Apr-20
up,75,15-Apr-20
ut,0,15-Apr-20
wb,23,15-Apr-20
an,0,15-Apr-20
ap,4,15-Apr-20
ar,1,15-Apr-20
as,2,15-Apr-20
br,0,15-Apr-20
ch,2,15-Apr-20
ct,4,15-Apr-20
dd,0,15-Apr-20
dl,10,15-Apr-20
dn,0,15-Apr-20
ga,1,15-Apr-20
gj,5,15-Apr-20
hp,0,15-Apr-20
hr,2,15-Apr-20
jh,0,15-Apr-20
jk,6,15-Apr-20
ka,9,15-Apr-20
kl,7,15-Apr-20
la,0,15-Apr-20
ld,0,15-Apr-20
mh,36,15-Apr-20
ml,0,15-Apr-20
mn,0,15-Apr-20
mp,0,15-Apr-20
mz,0,15-Apr-20
nl,0,15-Apr-20
or,1,15-Apr-20
pb,0,15-Apr-20
py,0,15-Apr-20
rj,0,15-Apr-20
sk,0,15-Apr-20
tg,8,15-Apr-20
tn,37,15-Apr-20
tr,1,15-Apr-20
tt,144,15-Apr-20
un,0,15-Apr-20
up,7,15-Apr-20
ut,0,15-Apr-20
wb,1,15-Apr-20
an,0,15-Apr-20
ap,3,15-Apr-20
ar,0,15-Apr-20
as,0,15-Apr-20
br,0,15-Apr-20
ch,0,15-Apr-20
ct,0,15-Apr-20
dd,0,15-Apr-20
dl,2,15-Apr-20
dn,0,15-Apr-20
ga,0,15-Apr-20
gj,5,15-Apr-20
hp,0,15-Apr-20
hr,0,15-Apr-20
jh,0,15-Apr-20
jk,0,15-Apr-20
ka,2,15-Apr-20
kl,0,15-Apr-20
la,0,15-Apr-20
ld,0,15-Apr-20
mh,9,15-Apr-20
ml,1,15-Apr-20
mn,0,15-Apr-20
mp,0,15-Apr-20
mz,0,15-Apr-20
nl,0,15-Apr-20
or,0,15-Apr-20
pb,0,15-Apr-20
py,0,15-Apr-20
rj,0,15-Apr-20
sk,0,15-Apr-20
tg,0,15-Apr-20
tn,2,15-Apr-20
tr,0,15-Apr-20
tt,27,15-Apr-20
un,0,15-Apr-20
up,3,15-Apr-20
ut,0,15-Apr-20
wb,0,15-Apr-20
an,0,16-Apr-20
ap,9,16-Apr-20
ar,0,16-Apr-20
as,2,16-Apr-20
br,11,16-Apr-20
ch,0,16-Apr-20
ct,3,16-Apr-20
dd,0,16-Apr-20
dl,62,16-Apr-20
dn,0,16-Apr-20
ga,0,16-Apr-20
gj,163,16-Apr-20
hp,0,16-Apr-20
hr,11,16-Apr-20
jh,1,16-Apr-20
jk,14,16-Apr-20
ka,36,16-Apr-20
kl,7,16-Apr-20
la,0,16-Apr-20
ld,0,16-Apr-20
mh,285,16-Apr-20
ml,2,16-Apr-20
mn,0,16-Apr-20
mp,226,16-Apr-20
mz,0,16-Apr-20
nl,0,16-Apr-20
or,0,16-Apr-20
pb,11,16-Apr-20
py,0,16-Apr-20
rj,55,16-Apr-20
sk,0,16-Apr-20
tg,50,16-Apr-20
tn,25,16-Apr-20
tr,0,16-Apr-20
tt,1061,16-Apr-20
un,0,16-Apr-20
up,70,16-Apr-20
ut,0,16-Apr-20
wb,18,16-Apr-20
an,1,16-Apr-20
ap,0,16-Apr-20
ar,0,16-Apr-20
as,3,16-Apr-20
br,8,16-Apr-20
ch,0,16-Apr-20
ct,6,16-Apr-20
dd,0,16-Apr-20
dl,11,16-Apr-20
dn,0,16-Apr-20
ga,0,16-Apr-20
gj,9,16-Apr-20
hp,3,16-Apr-20
hr,8,16-Apr-20
jh,0,16-Apr-20
jk,2,16-Apr-20
ka,2,16-Apr-20
kl,27,16-Apr-20
la,2,16-Apr-20
ld,0,16-Apr-20
mh,5,16-Apr-20
ml,0,16-Apr-20
mn,0,16-Apr-20
mp,6,16-Apr-20
mz,0,16-Apr-20
nl,0,16-Apr-20
or,0,16-Apr-20
pb,2,16-Apr-20
py,0,16-Apr-20
rj,17,16-Apr-20
sk,0,16-Apr-20
tg,68,16-Apr-20
tn,62,16-Apr-20
tr,0,16-Apr-20
tt,258,16-Apr-20
un,0,16-Apr-20
up,11,16-Apr-20
ut,0,16-Apr-20
wb,5,16-Apr-20
an,0,16-Apr-20
ap,0,16-Apr-20
ar,0,16-Apr-20
as,0,16-Apr-20
br,0,16-Apr-20
ch,0,16-Apr-20
ct,0,16-Apr-20
dd,0,16-Apr-20
dl,6,16-Apr-20
dn,0,16-Apr-20
ga,0,16-Apr-20
gj,3,16-Apr-20
hp,0,16-Apr-20
hr,0,16-Apr-20
jh,0,16-Apr-20
jk,0,16-Apr-20
ka,1,16-Apr-20
kl,0,16-Apr-20
la,0,16-Apr-20
ld,0,16-Apr-20
mh,7,16-Apr-20
ml,0,16-Apr-20
mn,0,16-Apr-20
mp,2,16-Apr-20
mz,0,16-Apr-20
nl,0,16-Apr-20
or,0,16-Apr-20
pb,1,16-Apr-20
py,0,16-Apr-20
rj,0,16-Apr-20
sk,0,16-Apr-20
tg,0,16-Apr-20
tn,1,16-Apr-20
tr,0,16-Apr-20
tt,26,16-Apr-20
un,0,16-Apr-20
up,2,16-Apr-20
ut,0,16-Apr-20
wb,3,16-Apr-20
an,1,17-Apr-20
ap,38,17-Apr-20
ar,0,17-Apr-20
as,0,17-Apr-20
br,2,17-Apr-20
ch,0,17-Apr-20
ct,0,17-Apr-20
dd,0,17-Apr-20
dl,67,17-Apr-20
dn,0,17-Apr-20
ga,0,17-Apr-20
gj,170,17-Apr-20
hp,3,17-Apr-20
hr,8,17-Apr-20
jh,3,17-Apr-20
jk,14,17-Apr-20
ka,44,17-Apr-20
kl,1,17-Apr-20
la,0,17-Apr-20
ld,0,17-Apr-20
mh,120,17-Apr-20
ml,0,17-Apr-20
mn,0,17-Apr-20
mp,146,17-Apr-20
mz,0,17-Apr-20
nl,0,17-Apr-20
or,0,17-Apr-20
pb,14,17-Apr-20
py,0,17-Apr-20
rj,98,17-Apr-20
sk,0,17-Apr-20
tg,66,17-Apr-20
tn,56,17-Apr-20
tr,0,17-Apr-20
tt,922,17-Apr-20
un,0,17-Apr-20
up,44,17-Apr-20
ut,3,17-Apr-20
wb,24,17-Apr-20
an,0,17-Apr-20
ap,15,17-Apr-20
ar,0,17-Apr-20
as,4,17-Apr-20
br,0,17-Apr-20
ch,0,17-Apr-20
ct,1,17-Apr-20
dd,0,17-Apr-20
dl,20,17-Apr-20
dn,0,17-Apr-20
ga,0,17-Apr-20
gj,13,17-Apr-20
hp,0,17-Apr-20
hr,21,17-Apr-20
jh,0,17-Apr-20
jk,4,17-Apr-20
ka,6,17-Apr-20
kl,10,17-Apr-20
la,0,17-Apr-20
ld,0,17-Apr-20
mh,31,17-Apr-20
ml,0,17-Apr-20
mn,0,17-Apr-20
mp,0,17-Apr-20
mz,0,17-Apr-20
nl,0,17-Apr-20
or,2,17-Apr-20
pb,1,17-Apr-20
py,0,17-Apr-20
rj,19,17-Apr-20
sk,0,17-Apr-20
tg,0,17-Apr-20
tn,103,17-Apr-20
tr,0,17-Apr-20
tt,273,17-Apr-20
un,0,17-Apr-20
up,14,17-Apr-20
ut,0,17-Apr-20
wb,9,17-Apr-20
an,0,17-Apr-20
ap,0,17-Apr-20
ar,0,17-Apr-20
as,0,17-Apr-20
br,0,17-Apr-20
ch,0,17-Apr-20
ct,0,17-Apr-20
dd,0,17-Apr-20
dl,4,17-Apr-20
dn,0,17-Apr-20
ga,0,17-Apr-20
gj,5,17-Apr-20
hp,0,17-Apr-20
hr,0,17-Apr-20
jh,0,17-Apr-20
jk,1,17-Apr-20
ka,0,17-Apr-20
kl,0,17-Apr-20
la,0,17-Apr-20
ld,0,17-Apr-20
mh,7,17-Apr-20
ml,0,17-Apr-20
mn,0,17-Apr-20
mp,14,17-Apr-20
mz,0,17-Apr-20
nl,0,17-Apr-20
or,0,17-Apr-20
pb,0,17-Apr-20
py,0,17-Apr-20
rj,6,17-Apr-20
sk,0,17-Apr-20
tg,0,17-Apr-20
tn,0,17-Apr-20
tr,0,17-Apr-20
tt,38,17-Apr-20
un,0,17-Apr-20
up,1,17-Apr-20
ut,0,17-Apr-20
wb,0,17-Apr-20
an,2,18-Apr-20
ap,31,18-Apr-20
ar,0,18-Apr-20
as,0,18-Apr-20
br,1,18-Apr-20
ch,2,18-Apr-20
ct,0,18-Apr-20
dd,0,18-Apr-20
dl,186,18-Apr-20
dn,0,18-Apr-20
ga,0,18-Apr-20
gj,277,18-Apr-20
hp,1,18-Apr-20
hr,9,18-Apr-20
jh,1,18-Apr-20
jk,13,18-Apr-20
ka,25,18-Apr-20
kl,4,18-Apr-20
la,0,18-Apr-20
ld,0,18-Apr-20
mh,327,18-Apr-20
ml,2,18-Apr-20
mn,0,18-Apr-20
mp,92,18-Apr-20
mz,0,18-Apr-20
nl,0,18-Apr-20
or,1,18-Apr-20
pb,23,18-Apr-20
py,0,18-Apr-20
rj,122,18-Apr-20
sk,0,18-Apr-20
tg,43,18-Apr-20
tn,49,18-Apr-20
tr,0,18-Apr-20
tt,1371,18-Apr-20
un,0,18-Apr-20
up,126,18-Apr-20
ut,2,18-Apr-20
wb,32,18-Apr-20
an,0,18-Apr-20
ap,7,18-Apr-20
ar,0,18-Apr-20
as,3,18-Apr-20
br,5,18-Apr-20
ch,0,18-Apr-20
ct,1,18-Apr-20
dd,0,18-Apr-20
dl,135,18-Apr-20
dn,0,18-Apr-20
ga,0,18-Apr-20
gj,7,18-Apr-20
hp,0,18-Apr-20
hr,14,18-Apr-20
jh,0,18-Apr-20
jk,9,18-Apr-20
ka,16,18-Apr-20
kl,2,18-Apr-20
la,0,18-Apr-20
ld,0,18-Apr-20
mh,34,18-Apr-20
ml,0,18-Apr-20
mn,0,18-Apr-20
mp,57,18-Apr-20
mz,0,18-Apr-20
nl,0,18-Apr-20
or,3,18-Apr-20
pb,1,18-Apr-20
py,3,18-Apr-20
rj,17,18-Apr-20
sk,0,18-Apr-20
tg,0,18-Apr-20
tn,82,18-Apr-20
tr,0,18-Apr-20
tt,426,18-Apr-20
un,0,18-Apr-20
up,26,18-Apr-20
ut,0,18-Apr-20
wb,4,18-Apr-20
an,0,18-Apr-20
ap,2,18-Apr-20
ar,0,18-Apr-20
as,0,18-Apr-20
br,1,18-Apr-20
ch,0,18-Apr-20
ct,0,18-Apr-20
dd,0,18-Apr-20
dl,1,18-Apr-20
dn,0,18-Apr-20
ga,0,18-Apr-20
gj,12,18-Apr-20
hp,0,18-Apr-20
hr,0,18-Apr-20
jh,0,18-Apr-20
jk,0,18-Apr-20
ka,1,18-Apr-20
kl,0,18-Apr-20
la,0,18-Apr-20
ld,0,18-Apr-20
mh,10,18-Apr-20
ml,0,18-Apr-20
mn,0,18-Apr-20
mp,0,18-Apr-20
mz,0,18-Apr-20
nl,0,18-Apr-20
or,0,18-Apr-20
pb,2,18-Apr-20
py,0,18-Apr-20
rj,4,18-Apr-20
sk,0,18-Apr-20
tg,0,18-Apr-20
tn,0,18-Apr-20
tr,0,18-Apr-20
tt,35,18-Apr-20
un,0,18-Apr-20
up,0,18-Apr-20
ut,0,18-Apr-20
wb,2,18-Apr-20
an,1,19-Apr-20
ap,44,19-Apr-20
ar,0,19-Apr-20
as,0,19-Apr-20
br,10,19-Apr-20
ch,3,19-Apr-20
ct,0,19-Apr-20
dd,0,19-Apr-20
dl,110,19-Apr-20
dn,0,19-Apr-20
ga,0,19-Apr-20
gj,367,19-Apr-20
hp,0,19-Apr-20
hr,18,19-Apr-20
jh,8,19-Apr-20
jk,13,19-Apr-20
ka,6,19-Apr-20
kl,2,19-Apr-20
la,0,19-Apr-20
ld,0,19-Apr-20
mh,552,19-Apr-20
ml,0,19-Apr-20
mn,0,19-Apr-20
mp,5,19-Apr-20
mz,0,19-Apr-20
nl,0,19-Apr-20
or,0,19-Apr-20
pb,10,19-Apr-20
py,0,19-Apr-20
rj,127,19-Apr-20
sk,0,19-Apr-20
tg,49,19-Apr-20
tn,105,19-Apr-20
tr,0,19-Apr-20
tt,1580,19-Apr-20
un,0,19-Apr-20
up,125,19-Apr-20
ut,2,19-Apr-20
wb,23,19-Apr-20
an,0,19-Apr-20
ap,23,19-Apr-20
ar,0,19-Apr-20
as,5,19-Apr-20
br,0,19-Apr-20
ch,4,19-Apr-20
ct,0,19-Apr-20
dd,0,19-Apr-20
dl,83,19-Apr-20
dn,0,19-Apr-20
ga,1,19-Apr-20
gj,12,19-Apr-20
hp,0,19-Apr-20
hr,4,19-Apr-20
jh,0,19-Apr-20
jk,5,19-Apr-20
ka,7,19-Apr-20
kl,13,19-Apr-20
la,0,19-Apr-20
ld,0,19-Apr-20
mh,142,19-Apr-20
ml,0,19-Apr-20
mn,0,19-Apr-20
mp,4,19-Apr-20
mz,0,19-Apr-20
nl,0,19-Apr-20
or,0,19-Apr-20
pb,6,19-Apr-20
py,0,19-Apr-20
rj,5,19-Apr-20
sk,0,19-Apr-20
tg,0,19-Apr-20
tn,46,19-Apr-20
tr,0,19-Apr-20
tt,388,19-Apr-20
un,0,19-Apr-20
up,19,19-Apr-20
ut,2,19-Apr-20
wb,7,19-Apr-20
an,0,19-Apr-20
ap,1,19-Apr-20
ar,0,19-Apr-20
as,0,19-Apr-20
br,0,19-Apr-20
ch,0,19-Apr-20
ct,0,19-Apr-20
dd,0,19-Apr-20
dl,2,19-Apr-20
dn,0,19-Apr-20
ga,0,19-Apr-20
gj,10,19-Apr-20
hp,0,19-Apr-20
hr,0,19-Apr-20
jh,0,19-Apr-20
jk,0,19-Apr-20
ka,2,19-Apr-20
kl,0,19-Apr-20
la,0,19-Apr-20
ld,0,19-Apr-20
mh,12,19-Apr-20
ml,0,19-Apr-20
mn,0,19-Apr-20
mp,3,19-Apr-20
mz,0,19-Apr-20
nl,0,19-Apr-20
or,0,19-Apr-20
pb,0,19-Apr-20
py,0,19-Apr-20
rj,2,19-Apr-20
sk,0,19-Apr-20
tg,3,19-Apr-20
tn,0,19-Apr-20
tr,0,19-Apr-20
tt,38,19-Apr-20
un,0,19-Apr-20
up,3,19-Apr-20
ut,0,19-Apr-20
wb,0,19-Apr-20
an,1,20-Apr-20
ap,75,20-Apr-20
ar,0,20-Apr-20
as,0,20-Apr-20
br,17,20-Apr-20
ch,0,20-Apr-20
ct,0,20-Apr-20
dd,0,20-Apr-20
dl,78,20-Apr-20
dn,0,20-Apr-20
ga,0,20-Apr-20
gj,196,20-Apr-20
hp,0,20-Apr-20
hr,1,20-Apr-20
jh,5,20-Apr-20
jk,14,20-Apr-20
ka,18,20-Apr-20
kl,6,20-Apr-20
la,0,20-Apr-20
ld,0,20-Apr-20
mh,466,20-Apr-20
ml,0,20-Apr-20
mn,0,20-Apr-20
mp,78,20-Apr-20
mz,0,20-Apr-20
nl,0,20-Apr-20
or,13,20-Apr-20
pb,1,20-Apr-20
py,0,20-Apr-20
rj,98,20-Apr-20
sk,0,20-Apr-20
tg,14,20-Apr-20
tn,43,20-Apr-20
tr,0,20-Apr-20
tt,1239,20-Apr-20
un,0,20-Apr-20
up,84,20-Apr-20
ut,2,20-Apr-20
wb,29,20-Apr-20
an,0,20-Apr-20
ap,27,20-Apr-20
ar,0,20-Apr-20
as,2,20-Apr-20
